udi,type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,machine_failure,twf,hdf,pwf,osf,rnf,type_enc,temp_diff,power_W,wear_rate,torque_speed_ratio,high_wear_flag,thermal_overload,air_temperature_roll_mean_5,air_temperature_roll_std_5,air_temperature_delta,air_temperature_lag1,process_temperature_roll_mean_5,process_temperature_roll_std_5,process_temperature_delta,process_temperature_lag1,rotational_speed_roll_mean_5,rotational_speed_roll_std_5,rotational_speed_delta,rotational_speed_lag1,torque_roll_mean_5,torque_roll_std_5,torque_delta,torque_lag1,tool_wear_roll_mean_5,tool_wear_roll_std_5,tool_wear_delta,tool_wear_lag1
7624,L,300.6,311.7,1734,29.9,72,0,0,0,0,0,0,0,11.099999999999966,5429.363255786952,0.04152249132553489,0.017243367925465183,0,1,300.56000000000006,0.05477225577420114,0.0,300.6,311.56,0.08944271915891944,0.0999999999999659,311.6,1561.4,123.71054926722717,261.0,1473.0,36.74,6.750777732972793,-1.6000000000000014,31.5,67.2,3.492849839311368,3.0,69.0
7625,L,300.6,311.7,1507,45.5,74,0,0,0,0,0,0,0,11.099999999999966,7180.476528922392,0.04910418045845774,0.030192435281889557,0,1,300.56,0.05477225577420114,0.0,300.6,311.6,0.10000000005362036,0.0,311.7,1571.0,115.35813798774248,-227.0,1734.0,36.44,6.190961153165256,15.600000000000001,29.9,69.4,3.646916505759172,2.0,72.0
7626,L,300.6,311.7,1556,34.9,76,0,0,0,0,0,0,0,11.099999999999966,5686.743469920052,0.048843187629278154,0.02242930589818168,0,1,300.58000000000004,0.04472135958081741,0.0,300.6,311.64,0.08944271916098173,0.0,311.7,1552.0,106.3602369309087,49.0,1507.0,36.04,6.218359912388577,-10.600000000000001,45.5,71.6,3.6469165057593433,2.0,74.0
7627,H,300.5,311.6,1351,53.5,78,0,0,0,0,0,0,2,11.100000000000023,7568.986820416329,0.05773501106015173,0.03960029604766817,0,1,300.58000000000004,0.04472135958081741,-0.10000000000002274,300.6,311.65999999999997,0.054772255850967996,-0.0999999999999659,311.7,1524.2,139.59118883367617,-205.0,1556.0,39.06,10.10386064828694,18.6,34.9,73.8,3.4928498393119054,2.0,76.0
7628,L,300.5,311.7,1445,44.8,83,0,0,0,0,0,0,0,11.199999999999989,6779.138067426294,0.05743944632703152,0.03100346018615677,0,1,300.56000000000006,0.05477225577420114,0.0,300.5,311.67999999999995,0.044721359674096045,0.0999999999999659,311.6,1518.6,142.6860189366815,94.0,1351.0,41.72,9.337665661181141,-8.700000000000003,53.5,76.6,4.21900462194376,5.0,78.0
7629,L,300.5,311.7,1619,32.7,85,0,0,0,0,0,0,0,11.199999999999989,5543.999971716445,0.052501544130635236,0.02019765285966791,0,1,300.54,0.05477225577272485,0.0,300.5,311.68,0.044721359674096045,0.0,311.7,1495.6,103.04756183432498,174.0,1445.0,42.279999999999994,8.497764411891014,-12.099999999999994,44.8,79.2,4.65832587953916,2.0,83.0
7630,M,300.5,311.7,1269,64.0,87,0,0,0,0,0,0,1,11.199999999999989,8504.919631798288,0.06855791956772425,0.05043341209579715,0,1,300.52000000000004,0.04472135957539317,0.0,300.5,311.68,0.044721359674096045,0.0,311.7,1448.0,143.4956445332019,-350.0,1619.0,45.98,13.055535224570514,31.299999999999997,32.7,81.8,4.658325879539319,2.0,85.0
7631,L,300.5,311.6,1534,37.7,90,0,0,0,0,0,0,0,11.100000000000023,6056.13193412914,0.05867014337765961,0.02457627117041964,0,1,300.5,0.0,0.0,300.5,311.65999999999997,0.05477225585094789,-0.0999999999999659,311.7,1443.6,139.6416843209757,265.0,1269.0,46.540000000000006,12.510115906737294,-26.299999999999997,64.0,84.6,4.505552130426123,3.0,87.0
7632,L,300.5,311.6,1444,49.3,92,0,0,0,0,0,0,0,11.100000000000023,7454.915591164482,0.06371191131321889,0.0341412742145836,0,1,300.5,0.0,0.0,300.5,311.66,0.05477225585094789,0.0,311.6,1462.2,130.09112191075548,-90.0,1534.0,45.7,12.058814203726728,11.599999999999994,37.7,87.4,3.646916505760582,2.0,90.0
7633,L,300.5,311.6,1744,26.8,94,0,0,0,0,0,0,0,11.100000000000023,4894.5175784888015,0.0538990825379019,0.015366972468252882,0,1,300.5,0.0,0.0,300.5,311.64,0.05477225585004888,0.0,311.6,1522.0,179.53411931997505,300.0,1444.0,42.1,14.775486455612938,-22.499999999999996,49.3,89.6,3.6469165057607533,2.0,92.0
7634,L,300.4,311.5,1441,44.6,96,0,0,0,0,0,0,0,11.100000000000023,6730.1920538833665,0.06662040245203303,0.030950728639173676,0,1,300.47999999999996,0.044721359571834214,-0.10000000000002274,300.5,311.6,0.07071067819437084,-0.10000000000002274,311.6,1486.4,173.02109697952744,-303.0,1744.0,44.480000000000004,13.809670524672248,17.8,26.8,91.8,3.4928498393133776,2.0,94.0
7635,M,300.3,311.3,1506,40.7,98,0,0,0,0,0,0,1,11.0,6418.713614255451,0.0650730411254495,0.027025232385773416,0,1,300.43999999999994,0.08944271910913147,-0.0999999999999659,300.4,311.52000000000004,0.13038404814360946,-0.19999999999998863,311.5,1533.8,124.12977080458593,65.0,1441.0,39.82000000000001,8.478030431651053,-3.8999999999999986,44.6,94.0,3.1622776601672316,2.0,96.0
7636,L,300.3,311.4,1526,38.5,101,0,0,0,0,0,0,0,11.099999999999966,6152.390333035132,0.06618610742713885,0.025229357781632135,0,1,300.4,0.10000000000658754,0.0,300.3,311.48,0.1303840481428585,0.0999999999999659,311.3,1532.2,124.17809790779948,20.0,1506.0,39.980000000000004,8.435460864706881,-2.200000000000003,40.7,96.2,3.4928498393137355,3.0,98.0
7637,L,300.4,311.5,1704,29.7,103,0,0,0,0,0,0,0,11.100000000000023,5299.7411428998375,0.060446009354198346,0.017429577454560106,0,1,300.38,0.08366600266033968,0.0999999999999659,300.3,311.46000000000004,0.1140175425538504,0.10000000000002274,311.4,1584.2,132.19001475148957,178.0,1526.0,36.06,7.526818717094319,-8.8,38.5,98.4,3.6469165057614394,2.0,101.0
7638,H,300.4,311.4,1445,52.4,105,0,0,0,0,0,0,2,11.0,7929.170418150397,0.07266435981130494,0.03626297575345122,0,1,300.36,0.05477225575967238,0.0,300.4,311.41999999999996,0.08366600271210792,-0.10000000000002274,311.5,1524.4,107.07147145714885,-259.0,1704.0,41.18,8.318473417641085,22.7,29.7,100.6,3.646916505761611,2.0,103.0
7639,L,300.5,311.5,1661,35.9,110,0,0,0,0,0,0,0,11.0,6244.4285258098,0.06622516552304325,0.021613485838884113,0,1,300.38,0.08366600266033968,0.10000000000002274,300.4,311.41999999999996,0.08366600271210792,0.10000000000002274,311.4,1568.4,109.40886618551092,216.0,1445.0,39.440000000000005,8.334146626979956,-16.5,52.4,103.4,4.50555213042731,5.0,105.0
7640,L,300.5,311.4,1466,41.8,112,0,0,0,0,0,0,0,10.899999999999977,6417.100930026606,0.07639836284011026,0.028512960417112574,0,1,300.41999999999996,0.08366600266220464,0.0,300.5,311.44,0.054772255841091244,-0.10000000000002274,311.5,1560.4,116.35420061174858,-195.0,1661.0,39.66,8.39005363510874,5.899999999999999,35.9,106.2,4.658325879540808,2.0,110.0
7641,L,300.4,311.3,1608,35.1,114,0,0,0,0,0,0,0,10.900000000000034,5910.466754757694,0.07089552234397044,0.021828358195380374,0,1,300.43999999999994,0.054772255765381646,-0.10000000000002274,300.5,311.41999999999996,0.08366600271210792,-0.0999999999999659,311.4,1576.8,116.07196043833771,142.0,1466.0,38.98,8.641585502672608,-6.699999999999996,41.8,108.8,4.658325879540967,2.0,112.0
7642,M,300.4,311.4,1352,57.3,116,0,0,0,0,0,0,1,11.0,8112.597541217994,0.08579881650458666,0.042381656773386345,0,1,300.44,0.054772255765381646,0.0,300.4,311.4,0.07071067818741218,0.0999999999999659,311.3,1506.4,125.96150205518762,-256.0,1608.0,44.5,9.948115399411154,22.199999999999996,35.1,111.4,4.219004621946104,2.0,114.0
7643,M,300.4,311.4,1604,31.7,119,0,0,0,0,0,0,1,11.0,5324.664444618315,0.07418952613828583,0.01976309225700555,0,1,300.43999999999994,0.054772255765381646,0.0,300.4,311.4,0.07071067818741218,0.0,311.4,1538.2,126.65385900160734,252.0,1352.0,40.36,10.143865141059464,-25.599999999999998,57.3,114.2,3.4928498393151926,3.0,116.0
7644,H,300.4,311.4,1427,50.7,122,0,0,0,0,0,0,2,11.0,7576.359091176753,0.08549404338788083,0.03552908196529146,0,1,300.41999999999996,0.04472135956645683,0.0,300.4,311.38,0.044721359657613605,0.0,311.4,1491.4,112.36013527937315,-177.0,1604.0,43.32,10.663113991700612,19.000000000000004,31.7,116.6,3.9749213828710546,3.0,119.0
7645,L,300.4,311.4,1424,44.6,127,0,0,0,0,0,0,0,11.0,6650.793535551641,0.08918539319579677,0.03132022469710658,0,1,300.4,0.0,0.0,300.4,311.38,0.044721359657613605,0.0,311.4,1483.0,116.2368272106523,-3.0,1427.0,43.88,10.636822833910573,-6.100000000000001,50.7,119.6,5.1283525619839425,5.0,122.0
7646,L,300.4,311.4,1662,29.3,129,0,0,0,0,0,0,0,11.0,5099.496027160024,0.07761732847315443,0.01762936220359244,0,1,300.4,0.0,0.0,300.4,311.4,0.0,0.0,311.4,1493.8,132.17110122866887,238.0,1424.0,42.720000000000006,12.055372246430275,-15.3,44.6,122.6,5.412947441090574,2.0,127.0
7647,L,300.4,311.4,1936,23.9,131,0,0,0,0,0,0,0,11.0,4845.424957288706,0.06766528922124726,0.012345041315937477,0,1,300.4,0.0,0.0,300.4,311.4,0.0,0.0,311.4,1610.6,210.41577887601264,274.0,1662.0,36.040000000000006,11.17846143259444,-5.400000000000002,29.3,125.6,4.979959839196569,2.0,129.0
7648,L,300.4,311.4,1728,31.7,133,0,0,0,0,0,0,0,11.0,5736.296858042675,0.07696759254805116,0.01834490739679114,0,1,300.4,0.0,0.0,300.4,311.4,0.0,0.0,311.4,1635.4,216.6582562470192,-208.0,1936.0,36.040000000000006,11.17846143259444,7.800000000000001,23.9,128.4,4.219004621947256,2.0,131.0
7649,L,300.4,311.4,1552,28.8,135,0,0,0,0,0,0,0,11.0,4680.7217264365045,0.08698453602642749,0.018556701018971198,0,1,300.4,0.0,0.0,300.4,311.4,0.0,0.0,311.4,1660.4,192.45986594612145,-176.0,1728.0,31.660000000000004,7.768719328177672,-2.8999999999999986,31.7,131.0,3.1622776601705582,2.0,133.0
7650,H,300.4,311.5,1662,29.0,137,0,0,0,0,0,0,2,11.100000000000023,5047.2827572573615,0.0824308062079237,0.017448856788538594,0,1,300.4,0.0,0.0,300.4,311.41999999999996,0.044721359659774404,0.10000000000002274,311.4,1708.0,142.26032475711222,110.0,1552.0,28.540000000000003,2.844819853699234,0.1999999999999993,28.8,133.0,3.162277660170738,2.0,135.0
7651,L,300.3,311.4,1343,57.7,142,0,0,0,0,0,0,0,11.099999999999966,8114.849015953067,0.10573343253482245,0.04296351448774124,0,1,300.38,0.04472135956296778,-0.0999999999999659,300.4,311.41999999999996,0.044721359659774404,-0.10000000000002274,311.5,1644.2,218.9228174494359,-319.0,1662.0,34.22,13.423747613837255,28.700000000000003,29.0,135.6,4.219004621947742,5.0,137.0
7652,M,300.4,311.5,1476,32.6,144,0,0,0,0,0,0,1,11.100000000000023,5038.863288945741,0.09756097554365786,0.02208672085224477,0,1,300.38,0.04472135956296778,0.0999999999999659,300.3,311.43999999999994,0.054772255841012765,0.10000000000002274,311.4,1552.2,152.0960223016994,133.0,1343.0,35.959999999999994,12.265520779812057,-25.1,57.7,138.2,4.65832587954277,2.0,142.0
7653,L,300.3,311.4,1346,51.1,147,0,0,0,0,0,0,0,11.099999999999966,7202.687588983271,0.10921248134531018,0.03796433875336973,0,1,300.36,0.05477225575967951,-0.0999999999999659,300.4,311.43999999999994,0.054772255841012765,-0.10000000000002274,311.5,1475.8,136.89485015879538,-130.0,1476.0,39.839999999999996,13.57913841154885,18.5,32.6,141.0,4.949747468307805,3.0,144.0
7654,L,300.4,311.5,1492,44.6,149,0,0,0,0,0,0,0,11.100000000000023,6968.387608878545,0.09986595167569305,0.029892761374066514,0,1,300.36,0.05477225575967951,0.0999999999999659,300.3,311.46,0.05477225584186637,0.10000000000002274,311.4,1463.8,131.05037199488996,146.0,1346.0,43.0,12.12868500704019,-6.5,51.1,143.8,4.658325879543111,2.0,147.0
7655,M,300.3,311.5,1540,41.5,151,0,0,0,0,0,0,1,11.199999999999989,6692.6395496974565,0.09805194798827795,0.02694805193055321,0,1,300.34,0.0547722557582616,-0.0999999999999659,300.4,311.46,0.05477225584186637,0.0,311.5,1439.4,89.78195809849012,48.0,1492.0,45.5,9.531788919190433,-3.1000000000000014,44.6,146.6,3.6469165057652027,2.0,149.0
7656,L,300.4,311.5,1596,32.5,154,0,0,0,0,0,0,0,11.100000000000023,5431.813698056752,0.09649122800971727,0.02036340850854423,0,1,300.36,0.05477225575966265,0.0999999999999659,300.3,311.48,0.044721359662927423,0.0,311.5,1490.0,93.10209449845387,56.0,1540.0,40.46,8.008932513138152,-9.0,41.5,149.0,3.807886552935112,3.0,151.0
7657,L,300.5,311.6,1541,47.8,156,0,0,0,0,0,0,0,11.100000000000023,7713.636218163114,0.10123296554105582,0.031018818928605564,0,1,300.38,0.08366600266031801,0.10000000000002274,300.4,311.5,0.07071067819075234,0.10000000000002274,311.5,1503.0,95.17352573063074,-55.0,1596.0,43.5,7.1144219723039654,15.299999999999997,32.5,151.4,3.6469165057655766,2.0,154.0
7658,L,300.5,311.6,1661,30.0,158,0,0,0,0,0,0,0,11.100000000000023,5218.185397612647,0.09512341956946212,0.018061408779011794,0,1,300.41999999999996,0.08366600266215242,0.0,300.5,311.54,0.054772255845301536,0.0,311.6,1566.0,64.61810891692075,120.0,1541.0,39.279999999999994,7.712133297603289,-17.799999999999997,47.8,153.6,3.646916505765748,2.0,156.0
7659,M,300.4,311.6,1359,55.4,160,0,0,0,0,0,0,1,11.200000000000045,7884.203755302016,0.11773362758076995,0.040765268549841596,0,1,300.41999999999996,0.08366600266215242,-0.10000000000002274,300.5,311.56000000000006,0.05477225584615514,0.0,311.6,1539.4,112.40240210955919,-302.0,1661.0,41.44,10.560918520659149,25.4,30.0,155.8,3.4928498393185894,2.0,158.0
7660,L,300.5,311.6,1528,42.4,163,0,0,0,0,0,0,0,11.100000000000023,6784.499718888421,0.10667539260034332,0.0277486910813163,0,1,300.4599999999999,0.05477225576666789,0.10000000000002274,300.4,311.58000000000004,0.044721359668180076,0.0,311.6,1537.0,112.51444351726154,169.0,1359.0,41.62,10.569862818409776,-13.0,55.4,158.2,3.492849839318785,3.0,160.0
7661,M,300.5,311.6,1246,52.9,165,0,0,0,0,0,0,1,11.100000000000023,6902.435107104182,0.13242375591298253,0.04245585871391985,0,1,300.48,0.044721359571463996,0.0,300.5,311.6,0.0,0.0,311.6,1467.0,163.8123926935903,-282.0,1528.0,45.7,10.096038827183735,10.5,42.4,160.4,3.646916505766278,2.0,163.0
7662,L,300.5,311.6,1575,32.5,168,0,0,0,0,0,0,0,11.100000000000023,5360.342465187585,0.10666666659894179,0.020634920621819097,0,1,300.48,0.044721359571463996,0.0,300.5,311.6,0.0,0.0,311.6,1473.8,168.29646460932875,329.0,1246.0,42.64,11.518810702498827,-20.4,52.9,162.8,3.96232255123581,3.0,165.0
7663,M,300.5,311.6,1658,30.4,170,0,0,0,0,0,0,1,11.100000000000023,5278.2107612472355,0.10253317243514283,0.018335343776637307,0,1,300.48,0.044721359571463996,0.0,300.5,311.6,0.0,0.0,311.6,1473.2,167.46551883895094,83.0,1575.0,42.72,11.409951796567833,-2.1000000000000014,32.5,165.2,3.962322551235982,2.0,168.0
7664,L,300.5,311.6,1385,54.8,173,0,0,0,0,0,0,0,11.100000000000023,7948.019974071937,0.12490974720223122,0.039566786975042026,0,1,300.5,0.0,0.0,300.5,311.6,0.0,0.0,311.6,1478.4,163.3869639842758,-273.0,1658.0,42.6,11.245221207250728,24.4,30.4,167.8,3.9623225512361686,3.0,170.0
7665,H,300.5,311.7,1454,50.3,175,0,0,0,0,0,0,2,11.199999999999989,7658.804954382461,0.12035763403001537,0.034594222809770134,0,1,300.5,0.0,0.0,300.5,311.62,0.04472135967028368,0.0999999999999659,311.6,1463.6,161.10648652366248,69.0,1385.0,44.17999999999999,11.753595194662845,-4.5,54.8,170.2,3.9623225512363405,2.0,173.0
7666,L,300.5,311.6,1497,40.5,180,0,0,0,0,0,0,0,11.100000000000023,6349.0016732722925,0.12024048088160287,0.027054108198360648,0,1,300.5,0.0,0.0,300.5,311.62,0.04472135967028368,-0.0999999999999659,311.7,1513.8,106.05045968782522,43.0,1454.0,41.7,10.716109368609557,-9.799999999999997,50.3,173.2,4.658325879544905,5.0,175.0
7667,M,300.6,311.7,1424,50.8,182,0,0,0,0,0,0,1,11.099999999999966,7575.343309552092,0.12780898867429144,0.035674157278318706,0,1,300.52,0.044721359574895855,0.10000000000002274,300.5,311.64,0.05477225584958577,0.0999999999999659,311.6,1483.6,105.76530622089193,-73.0,1497.0,45.36,9.880941250710963,10.299999999999997,40.5,176.0,4.949747468309814,2.0,180.0
7668,L,300.6,311.7,1528,43.9,185,0,0,0,0,0,0,0,11.099999999999966,7024.5173976226815,0.12107329835008292,0.028730366473344,0,1,300.53999999999996,0.054772255772272085,0.0,300.6,311.65999999999997,0.05477225585045105,0.0,311.7,1457.6,56.835728199777996,104.0,1424.0,48.06,5.753520661299617,-6.899999999999999,50.8,179.0,4.949747468309987,3.0,182.0
7669,L,300.6,311.8,1539,37.0,187,0,0,0,0,0,0,0,11.199999999999989,5963.057015778787,0.12150747230571314,0.024041585429472653,0,1,300.56,0.05477225577370168,0.0,300.6,311.7,0.07071067819741557,0.10000000000002274,311.7,1488.4,48.81905365734818,11.0,1528.0,44.5,6.040281450396293,-6.899999999999999,43.9,181.8,4.65832587954543,2.0,185.0
7670,L,300.7,311.8,1336,58.4,189,1,0,0,0,1,0,0,11.100000000000023,8170.486621848144,0.14146706576237494,0.0437125748175804,0,1,300.6,0.07071067813883447,0.0999999999999659,300.6,311.71999999999997,0.08366600272053175,0.0,311.8,1464.8,84.83925977988632,-203.0,1539.0,46.12,8.549678356523218,21.4,37.0,184.6,3.646916505768164,2.0,187.0
7671,L,300.5,311.6,1525,37.6,191,0,0,0,0,0,0,0,11.100000000000023,6004.630758561292,0.1252459015572158,0.024655737688750335,0,1,300.6,0.07071067813883447,-0.19999999999998863,300.7,311.72,0.08366600272053175,-0.19999999999998863,311.8,1470.4,88.3476089093476,189.0,1336.0,45.54,9.106481208458158,-20.799999999999997,58.4,186.8,3.4928498393211123,2.0,189.0
7672,M,300.5,311.6,1456,51.1,193,0,0,0,0,0,0,1,11.100000000000023,7791.317332510879,0.13255494496390455,0.03509615382204934,0,1,300.58000000000004,0.08366600266952018,0.0,300.5,311.7,0.1000000000556941,0.0,311.6,1476.8,85.25080644779283,-69.0,1525.0,45.6,9.15068303461559,13.5,37.6,189.0,3.1622776601757714,2.0,191.0
7673,M,300.5,311.7,2141,17.2,196,0,0,0,0,0,0,1,11.199999999999989,3856.325926232495,0.09154600649624195,0.008033629141506946,1,1,300.56000000000006,0.08944271911418511,0.0,300.5,311.7,0.1000000000556941,0.0999999999999659,311.6,1599.4,313.2320226285924,685.0,1456.0,40.260000000000005,15.779987325723727,-33.900000000000006,51.1,191.2,3.49284983932147,3.0,193.0
7674,M,300.5,311.6,1476,39.1,199,0,0,0,0,0,0,1,11.100000000000023,6043.544619563757,0.1348238481471383,0.026490514887201548,1,1,300.54,0.08944271911330967,0.0,300.5,311.66,0.08944271916121926,-0.0999999999999659,311.7,1586.8,317.5070077966769,-665.0,2141.0,40.68000000000001,15.69926749883578,21.900000000000002,17.2,193.6,3.9749213828765733,3.0,196.0
7675,L,300.5,311.6,1509,47.2,202,0,0,0,0,0,0,0,11.100000000000023,7458.643614446743,0.13386348566344367,0.03127899268967595,1,1,300.5,0.0,0.0,300.5,311.62,0.04472135967035995,0.0,311.6,1621.4,291.7229850388876,33.0,1476.0,38.440000000000005,13.127185532321903,8.100000000000001,39.1,196.2,4.438468204240165,3.0,199.0
7676,L,300.5,311.6,1447,45.4,204,0,0,0,0,0,0,0,11.100000000000023,6879.438648879905,0.1409813406074766,0.031375259135193324,1,1,300.5,0.0,0.0,300.5,311.62,0.04472135967035995,0.0,311.6,1605.8,300.13113800470455,-62.0,1509.0,40.00000000000001,13.4616120877108,-1.8000000000000043,47.2,198.8,4.438468204240332,2.0,202.0
7677,L,300.6,311.7,1448,49.1,206,0,0,0,0,0,0,0,11.099999999999966,7445.239485791427,0.14226519327191628,0.03390883975558782,1,1,300.52,0.0447213595749173,0.10000000000002274,300.5,311.64,0.054772255849648045,0.0999999999999659,311.6,1604.2,301.1489664601209,1.0,1447.0,39.6,13.073446370410577,3.700000000000003,45.4,201.4,3.9749213828771306,2.0,204.0
7678,L,300.6,311.7,1428,52.6,208,0,0,0,0,0,0,0,11.099999999999966,7865.79402235198,0.14565826320332054,0.03683473386776279,1,1,300.54,0.0547722557722896,0.0,300.6,311.64,0.054772255849648045,0.0,311.7,1461.6,31.548375552459497,-20.0,1448.0,46.68,5.006695517005349,3.5,49.1,203.8,3.492849839322495,2.0,206.0
7679,M,300.6,311.7,1389,52.1,210,0,0,0,0,0,0,1,11.099999999999966,7578.244046768906,0.151187904858756,0.037508999253053274,1,1,300.56,0.05477225577371919,0.0,300.6,311.65999999999997,0.054772255850513325,0.0,311.7,1444.2,43.3900910346939,-39.0,1428.0,49.28000000000001,3.0979025162198797,-0.5,52.6,206.0,3.162277660177299,2.0,208.0
7680,L,300.7,311.7,1635,32.4,213,0,0,0,0,0,0,0,11.0,5547.424307708856,0.1302752292781191,0.019816513749347696,1,1,300.6,0.07071067813884803,0.0999999999999659,300.6,311.68,0.044721359673539185,0.0,311.7,1469.4,95.60491619157992,246.0,1389.0,46.32,8.294395698301441,-19.700000000000003,52.1,208.2,3.492849839322853,3.0,210.0
7681,L,300.7,311.7,1395,43.7,215,0,0,0,0,0,0,0,11.0,6383.873351727139,0.1541218636888015,0.03132616485209594,1,1,300.64,0.05477225577948425,0.0,300.7,311.7,0.0,0.0,311.7,1459.0,101.30893346590427,-240.0,1635.0,45.980000000000004,8.37597755488883,11.300000000000004,32.4,210.4,3.6469165057701742,2.0,213.0
7682,L,300.7,311.8,1443,43.7,217,0,0,0,0,0,0,0,11.100000000000023,6603.533510066139,0.15038115027693613,0.03028413026314336,1,1,300.66,0.05477225578094887,0.0,300.7,311.71999999999997,0.04472135967572858,0.10000000000002274,311.7,1458.0,101.46920715172175,48.0,1395.0,44.9,8.219793184746285,0.0,43.7,212.6,3.6469165057703457,2.0,215.0
7683,M,300.7,311.7,1412,49.1,219,0,0,0,0,0,0,1,11.0,7260.136846641917,0.15509915003179944,0.03477337108018883,1,1,300.67999999999995,0.04472135958907451,0.0,300.7,311.71999999999997,0.04472135967572858,-0.10000000000002274,311.8,1454.8,102.8941203373595,-31.0,1443.0,44.2,7.519308478843082,5.399999999999999,43.7,214.8,3.49284983932339,2.0,217.0
7684,L,300.7,311.7,1524,43.5,222,0,0,0,0,0,0,0,11.0,6942.291445902724,0.14566929124299915,0.028543307067884965,1,1,300.7,0.0,0.0,300.7,311.71999999999997,0.04472135967572858,0.0,311.7,1481.8,98.94796612360973,112.0,1412.0,42.48,6.112446318782802,-5.600000000000001,49.1,217.2,3.4928498393235854,3.0,219.0
7685,M,300.7,311.8,1407,42.4,224,0,0,0,0,0,0,1,11.100000000000023,6247.245487222519,0.1592039799863511,0.03013503906884503,1,1,300.7,0.0,0.0,300.7,311.74,0.054772255854082755,0.10000000000002274,311.7,1436.2,52.17949788948738,-117.0,1524.0,44.480000000000004,2.638560213450023,-1.1000000000000014,43.5,219.4,3.646916505770876,2.0,222.0
7686,L,300.8,311.7,1397,43.5,227,0,0,0,0,0,0,0,10.899999999999977,6363.767158744164,0.1624910521385175,0.031138153163107977,1,1,300.71999999999997,0.044721359592703375,0.10000000000002274,300.7,311.74,0.054772255854082755,-0.10000000000002274,311.8,1436.6,51.79092584612691,-10.0,1407.0,44.44,2.6548069609674885,1.1000000000000014,42.4,221.8,3.9623225512400415,3.0,224.0
7687,M,300.7,311.7,1504,36.9,229,0,0,0,0,0,0,1,11.0,5811.69508172883,0.1522606381966352,0.02453457445177222,1,1,300.72,0.044721359592703375,-0.10000000000002274,300.8,311.72,0.044721359675728586,0.0,311.7,1448.8,60.18056164575915,107.0,1397.0,43.08,4.337280253799774,-6.600000000000001,43.5,224.2,3.962322551240214,2.0,227.0
7688,M,300.7,311.7,2097,18.9,232,1,1,0,0,0,0,1,11.0,4150.389470584011,0.11063423933684587,0.0090128755321827,1,1,300.71999999999997,0.044721359592703375,0.0,300.7,311.71999999999997,0.044721359675728586,0.0,311.7,1585.8,291.31203202064796,593.0,1504.0,37.040000000000006,10.50323759609395,-18.0,36.9,226.8,3.9623225512404003,3.0,229.0
7689,L,300.6,311.7,1553,39.8,0,0,0,0,0,0,0,0,11.099999999999966,6472.665232093098,0.0,0.025627817111636947,0,1,300.7,0.07071067814452398,-0.0999999999999659,300.7,311.71999999999997,0.044721359675728586,0.0,311.7,1591.6,290.0599937943856,-544.0,2097.0,36.3,10.055098209366301,20.9,18.9,182.4,102.00637234996667,-232.0,232.0
7690,L,300.6,311.7,1432,39.2,2,0,0,0,0,0,0,0,11.099999999999966,5878.38062178903,0.0013966480437174245,0.02737430165686152,0,1,300.68,0.08366600267431341,0.0,300.6,311.7,0.0,0.0,311.7,1596.6,286.2731213369481,-121.0,1553.0,35.660000000000004,9.664005380793277,-0.5999999999999943,39.8,138.0,125.0779756791739,2.0,0.0
7691,M,300.5,311.6,1577,36.5,4,0,0,0,0,0,0,1,11.100000000000023,6027.721464565177,0.0025364616344093456,0.02314521241398528,0,1,300.62,0.0836660026714497,-0.10000000000002274,300.6,311.68,0.04472135967351059,-0.0999999999999659,311.7,1632.6,265.4586596816895,145.0,1432.0,34.260000000000005,8.703619936555214,-2.700000000000003,39.2,93.4,125.16708832596527,2.0,2.0
7692,M,300.5,311.5,1370,56.1,7,0,0,0,0,0,0,1,11.0,8048.4462192316905,0.005109489047365336,0.040948905079599335,0,1,300.58000000000004,0.08366600266956264,0.0,300.5,311.64,0.08944271916063379,-0.10000000000002274,311.6,1605.8,287.5338240972687,-207.0,1577.0,38.1,13.222140522623462,19.6,36.5,49.0,102.33279044372809,3.0,4.0
7693,H,300.5,311.6,1506,36.2,10,0,0,0,0,0,0,2,11.100000000000023,5709.027833809517,0.006640106237290766,0.024037184578992572,0,1,300.5400000000001,0.05477225577234278,0.0,300.5,311.62,0.08366600271764002,0.10000000000002274,311.5,1487.6,85.92031191749155,136.0,1370.0,41.56,8.282692798842746,-19.9,56.1,4.6,3.9749213828631302,3.0,7.0
7694,L,300.6,311.6,1964,21.4,15,0,0,0,0,0,0,0,11.0,4401.329419777253,0.0076374745378627925,0.01089613034068425,0,1,300.54,0.05477225577234278,0.10000000000002274,300.5,311.6,0.07071067819395785,0.0,311.6,1569.8,233.67969530962472,458.0,1506.0,37.88,12.349372453691783,-14.800000000000004,36.2,7.6,5.128352561977794,5.0,10.0
7695,H,300.6,311.7,1500,36.7,17,0,0,0,0,0,0,2,11.099999999999966,5764.822519337271,0.011333333325777777,0.024466666650355556,0,1,300.53999999999996,0.05477225577234278,0.0,300.6,311.6,0.07071067819395785,0.0999999999999659,311.6,1583.4,225.4901328218134,-464.0,1964.0,37.38,12.333166665540583,15.300000000000004,21.4,10.6,5.412947441084743,2.0,15.0
